698   1.0   3.2
4.999999329999999659e-02 5.073838127931349362e-01
5.238078530000000316e-02 5.436907984540245709e-01
5.487493799999999811e-02 5.817496256665131149e-01
5.748785289999999715e-02 6.242892443676842928e-01
6.022516640000000199e-02 6.715858398004393992e-01
6.309283520000000256e-02 7.260931811404203184e-01
6.609705089999999561e-02 7.783781301428309707e-01
6.924431770000000208e-02 8.332207557123626485e-01
7.254143799999999975e-02 8.898443263051561969e-01
7.599553470000000588e-02 9.464114446783915557e-01
7.961412519999999660e-02 1.002013351102297500e+00
8.340501790000000304e-02 1.056230341833100717e+00
8.737641570000000135e-02 1.108805283767931860e+00
9.153690929999999670e-02 1.167523924754790388e+00
9.589551390000000675e-02 1.210567698757981869e+00
1.004616390000000054e-01 1.247996862637410054e+00
1.052452029999999955e-01 1.282866696150993135e+00
1.102565229999999952e-01 1.314781311820906629e+00
1.155064779999999958e-01 1.343921429587814576e+00
1.210064069999999964e-01 1.370348444315933945e+00
1.267682159999999891e-01 1.394208287140407565e+00
1.328043790000000002e-01 1.416103227717922186e+00
1.391279699999999897e-01 1.435869356436684896e+00
1.457526389999999894e-01 1.453503934666363628e+00
1.526927650000000081e-01 1.468876045985557433e+00
1.599633540000000020e-01 1.481697825883575570e+00
1.675801130000000028e-01 1.492270710574664649e+00
1.755595799999999929e-01 1.500085363656725290e+00
1.839189830000000081e-01 1.505641002966425557e+00
1.926764099999999924e-01 1.507864823054489767e+00
2.018508460000000004e-01 1.511089367319628840e+00
2.114621399999999929e-01 1.523568261226615483e+00
2.215310480000000082e-01 1.533648398192729578e+00
2.320794310000000027e-01 1.539054372488452449e+00
2.431300730000000021e-01 1.543504437239236138e+00
2.547068889999999919e-01 1.546156194989717347e+00
2.668349440000000183e-01 1.547101138511927321e+00
2.795405089999999926e-01 1.546749516713659789e+00
2.928510009999999997e-01 1.543467926587285266e+00
3.067953589999999897e-01 1.536614690926003224e+00
3.214036230000000272e-01 1.523399060796471582e+00
3.367075319999999761e-01 1.501261029856938656e+00
3.527401090000000239e-01 1.468632475222092948e+00
3.695360719999999932e-01 1.425717365351334420e+00
3.871318400000000048e-01 1.375940612343500735e+00
4.055654109999999868e-01 1.320123285791031442e+00
4.248766900000000013e-01 1.257105166495987136e+00
4.451075489999999912e-01 1.187780704936964415e+00
4.663016500000000120e-01 1.115255478440042802e+00
4.885049459999999955e-01 1.033352238387071909e+00
5.117654799999999948e-01 9.489411842788053608e-01
5.361335870000000225e-01 8.634545491593343947e-01
5.616619590000000439e-01 7.816950354806101453e-01
5.884059670000000297e-01 7.111771614154283050e-01
6.164233679999999715e-01 6.417861884216490287e-01
6.457748410000000439e-01 5.738888884137215429e-01
6.765238639999999748e-01 5.219149315508437859e-01
7.087370750000000497e-01 4.783337843028906966e-01
7.424841519999999528e-01 4.516738865161599725e-01
7.778380510000000303e-01 4.117671680942019963e-01
8.148754240000000149e-01 3.930722131167539435e-01
8.536763189999999613e-01 3.639836255126651654e-01
8.943247199999999619e-01 3.385163990873207296e-01
9.369087219999999716e-01 3.304961055624754951e-01
9.815202950000000426e-01 3.229109041754896769e-01
1.028256180000000075e+00 2.956716839007684228e-01
1.077217340000000023e+00 2.757089410601872848e-01
1.128509879999999965e+00 2.414712217438079733e-01
1.182244660000000058e+00 2.139990465452484281e-01
1.238538149999999893e+00 1.795999832729352486e-01
1.297512049999999917e+00 1.398181476503581877e-01
1.359294060000000082e+00 1.196635458263138052e-01
1.424017910000000109e+00 1.038717364940565241e-01
1.491823670000000046e+00 9.031325575581566900e-02
1.562857869999999982e+00 8.164591844062762949e-02
1.637274619999999903e+00 7.760010060874070192e-02
1.715234640000000033e+00 7.269721839762517679e-02
1.796906829999999955e+00 6.637874792578687955e-02
1.882467869999999932e+00 6.057801215327360267e-02
1.972102999999999939e+00 5.737939252284843250e-02
2.066006180000000025e+00 5.260687738672469721e-02
2.164380550000000181e+00 4.522952961484288242e-02
2.267439130000000080e+00 3.832762355640303292e-02
2.375405069999999785e+00 3.324855525758869251e-02
2.488511799999999941e+00 3.059321818818534766e-02
2.607004170000000176e+00 2.850462774754248391e-02
2.731138710000000192e+00 2.666400900777186195e-02
2.861183880000000013e+00 2.423540790865489139e-02
2.997421259999999865e+00 2.192792575460343618e-02
3.140145780000000109e+00 2.032527873683072014e-02
3.289666180000000217e+00 1.922350976178709495e-02
3.446306229999999804e+00 1.838741110196804446e-02
3.610404490000000077e+00 1.761492841954555993e-02
3.782316680000000098e+00 1.667741659889203365e-02
3.962414739999999824e+00 1.552317821028283661e-02
4.151087760000000237e+00 1.445576550634576976e-02
4.348745349999999732e+00 1.341897554106009569e-02
4.555814269999999944e+00 1.325223348949495540e-02
4.772742270000000175e+00 1.518203483317614837e-02
5.000000000000000000e+00 1.366854718737536140e-02
5.020879270000000005e+00 1.383413446609625674e-02
