698   0.1   4.39
4.999999329999999659e-02 1.400147655072897734e+00
5.238078530000000316e-02 1.409484176863694982e+00
5.487493799999999811e-02 1.420886583742938303e+00
5.748785289999999715e-02 1.437397856283648911e+00
6.022516640000000199e-02 1.465716915426050315e+00
6.309283520000000256e-02 1.508435376609609024e+00
6.609705089999999561e-02 1.552602230432380770e+00
6.924431770000000208e-02 1.587102970066416541e+00
7.254143799999999975e-02 1.618164550676864710e+00
7.599553470000000588e-02 1.648508505714965544e+00
7.961412519999999660e-02 1.675866069321617635e+00
8.340501790000000304e-02 1.701575482332106093e+00
8.737641570000000135e-02 1.726100443196552536e+00
9.153690929999999670e-02 1.749419284608848546e+00
9.589551390000000675e-02 1.769031666437480554e+00
1.004616390000000054e-01 1.788567836870091909e+00
1.052452029999999955e-01 1.804765452670169523e+00
1.102565229999999952e-01 1.818524345167941814e+00
1.155064779999999958e-01 1.833348670428593064e+00
1.210064069999999964e-01 1.847312590297879309e+00
1.267682159999999891e-01 1.850402963923935218e+00
1.328043790000000002e-01 1.846401383349374203e+00
1.391279699999999897e-01 1.837489185019888005e+00
1.457526389999999894e-01 1.814417118900018444e+00
1.526927650000000081e-01 1.762270460496035529e+00
1.599633540000000020e-01 1.671281917921086713e+00
1.675801130000000028e-01 1.546417044044543943e+00
1.755595799999999929e-01 1.324558145554821875e+00
1.839189830000000081e-01 9.802035117482031934e-01
1.926764099999999924e-01 6.534547622354278662e-01
2.018508460000000004e-01 4.866476463482369841e-01
2.114621399999999929e-01 1.591855743963351555e-01
2.215310480000000082e-01 3.226054720938047876e-02
2.320794310000000027e-01 3.305758294523874507e-06
2.431300730000000021e-01 0.000000000000000000e+00
2.547068889999999919e-01 0.000000000000000000e+00
2.668349440000000183e-01 1.243608217572453540e-03
2.795405089999999926e-01 5.515655648888753877e-03
2.928510009999999997e-01 8.307074770134634245e-03
3.067953589999999897e-01 1.044937504100946872e-02
3.214036230000000272e-01 1.196471293643389805e-02
3.367075319999999761e-01 1.364099022220150240e-02
3.527401090000000239e-01 1.536392675191769128e-02
3.695360719999999932e-01 1.702021598342127670e-02
3.871318400000000048e-01 1.837404807558278702e-02
4.055654109999999868e-01 1.878603339937406219e-02
4.248766900000000013e-01 1.873052982709916270e-02
4.451075489999999912e-01 1.834268844916996793e-02
4.663016500000000120e-01 1.760946210441350149e-02
4.885049459999999955e-01 1.689975062032387371e-02
5.117654799999999948e-01 1.626478002462966935e-02
5.361335870000000225e-01 1.553570376543468058e-02
5.616619590000000439e-01 1.487742649535669578e-02
5.884059670000000297e-01 1.431241131776387655e-02
6.164233679999999715e-01 1.382587499167707915e-02
6.457748410000000439e-01 1.321321603110846288e-02
6.765238639999999748e-01 1.266684837427903103e-02
7.087370750000000497e-01 1.217949268189396327e-02
7.424841519999999528e-01 1.174054760758968391e-02
7.778380510000000303e-01 1.133253897867462189e-02
8.148754240000000149e-01 1.084567953597090524e-02
8.536763189999999613e-01 1.039654851272513343e-02
8.943247199999999619e-01 9.980719425088978650e-03
9.369087219999999716e-01 9.594681509324194668e-03
9.815202950000000426e-01 9.235595240200433417e-03
1.028256180000000075e+00 8.901103705393573901e-03
1.077217340000000023e+00 8.498372866742013795e-03
1.128509879999999965e+00 8.116371834498790211e-03
1.182244660000000058e+00 7.758704019117148784e-03
1.238538149999999893e+00 7.423620547062027321e-03
1.297512049999999917e+00 7.109518998950824405e-03
1.359294060000000082e+00 6.814919848400796676e-03
1.424017910000000109e+00 6.538453762880912581e-03
1.491823670000000046e+00 6.278850862597705820e-03
1.562857869999999982e+00 5.816236944805657123e-03
1.637274619999999903e+00 4.562958987798751420e-03
1.715234640000000033e+00 3.387746724628948065e-03
1.796906829999999955e+00 2.286915430184601090e-03
1.882467869999999932e+00 1.257013321348803220e-03
1.972102999999999939e+00 2.948094160891623545e-04
2.066006180000000025e+00 1.825204102349730338e-05
2.164380550000000181e+00 2.001368585943197491e-05
2.267439130000000080e+00 2.198816999023790657e-05
2.375405069999999785e+00 2.416505117402649626e-05
2.488511799999999941e+00 2.659517182824616959e-05
2.607004170000000176e+00 2.929742488522545690e-05
2.731138710000000192e+00 3.230240382946894572e-05
2.861183880000000013e+00 3.565858205381371940e-05
2.997421259999999865e+00 3.941261609136819023e-05
3.140145780000000109e+00 4.360853055229045523e-05
3.289666180000000217e+00 4.831915795340081604e-05
3.446306229999999804e+00 5.363004988240273975e-05
3.610404490000000077e+00 5.962203580929269816e-05
3.782316680000000098e+00 6.640905829911884935e-05
3.962414739999999824e+00 7.411802163818474460e-05
4.151087760000000237e+00 8.292989691969044686e-05
4.348745349999999732e+00 9.303117477500516194e-05
4.555814269999999944e+00 1.046543225288694071e-04
4.772742270000000175e+00 1.181625804829411860e-04
5.000000000000000000e+00 1.240096241219346466e-04
5.020879270000000005e+00 1.254390033013066865e-04
5.041846750000000377e+00 1.268985095893981484e-04
5.062900540000000227e+00 1.283706599236258017e-04
5.084043499999999938e+00 1.298641840292250071e-04
5.105273719999999571e+00 1.313857708336544782e-04
5.126592640000000145e+00 1.329232342047365653e-04
5.148001189999999561e+00 1.344901337378730656e-04
5.169498439999999917e+00 1.360766754534707191e-04
5.191086290000000325e+00 1.376910329561977550e-04
5.212763309999999706e+00 1.393260641048016000e-04
5.234531399999999834e+00 1.409967272413558163e-04
5.256390569999999762e+00 1.426809253229233555e-04
5.278340339999999742e+00 1.444018010745172422e-04
5.300382609999999772e+00 1.461447306476268350e-04
5.322516440000000237e+00 1.479153828390006634e-04
5.344742769999999865e+00 1.497145904552732540e-04
5.367062090000000119e+00 1.515405860629705627e-04
5.389474390000000170e+00 1.533991250924953624e-04
5.411980630000000403e+00 1.552952356332315781e-04
5.434580330000000181e+00 1.572137102173861638e-04
5.457274439999999949e+00 1.591609288210713122e-04
5.480063920000000088e+00 1.611388476820089111e-04
5.502947810000000217e+00 1.631575762602452612e-04
